dataset,source,stimulus,distortion,level,seed,derived_seed,actual_luma_rms,path,width,height,sha256,source_sobel_si,stimulus_sobel_si,sobel_si,luma_sd,edge_fraction,glcm_contrast,glcm_entropy,glcm_homogeneity
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260812,awgn,30,20260812,3593571539141768,28.369686979284275,results/vtm_noise_validation/stimuli/0803_5b5318eeb6b7__awgn_30_seed-20260812.png,768,512,cdbd34ed101b7f945b2819021599d0440744a60842c35e91a7e0f6bb08bf1f34,61.5840732703981,78.69634230553051,78.69634230553051,57.360021356037535,0.8559412276660011,1.772788340345515,3.53600782553681,0.574047140727096
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260813,awgn,30,20260813,6908990298377023620,28.33777694263933,results/vtm_noise_validation/stimuli/0803_5b5318eeb6b7__awgn_30_seed-20260813.png,768,512,29ab91525abf0d8cff1dc169c97fd5b05cc59abf3f8e88776bb5229382f825d4,61.5840732703981,78.3896965075188,78.3896965075188,57.316351630686974,0.8552884861516408,1.7650707224962705,3.5329023042814662,0.5749229041550741
div2k_validation,0807.png,0807_dbe8c8f6ecfa__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0807_dbe8c8f6ecfa__clean_0.png,768,512,dbe8c8f6ecfa716d602d2974b2af96bb5982c163bbb342de4bbe17512e1781b2,117.83508287761919,117.83508287761919,117.83508287761919,40.85271135368715,0.41136794143244765,0.9555334594092131,2.6249486896469887,0.7917367888246878
div2k_validation,0807.png,0807_dbe8c8f6ecfa__awgn_30_seed-20260811,awgn,30,20260811,13674560304124078175,27.41257256856168,results/vtm_noise_validation/stimuli/0807_dbe8c8f6ecfa__awgn_30_seed-20260811.png,768,512,22aa8f876860c615af3d3a07855e73c221ec377adbd5de81b474c2051b39c5a1,117.83508287761919,112.84544141765011,112.84544141765011,48.25258437885228,0.8760635847028106,2.367520915151861,3.4398783662143257,0.5430027588717898
div2k_validation,0807.png,0807_dbe8c8f6ecfa__awgn_30_seed-20260812,awgn,30,20260812,8625980882863079943,27.375216966579192,results/vtm_noise_validation/stimuli/0807_dbe8c8f6ecfa__awgn_30_seed-20260812.png,768,512,8c862d6e1782b657a501e92ca34294ae2007a8113f9e2eda9976b103be2712c0,117.83508287761919,113.14655811169722,113.14655811169722,48.28196686475121,0.8751599856652844,2.3697906874555628,3.4383786939016385,0.5427831436734998
div2k_validation,0807.png,0807_dbe8c8f6ecfa__awgn_30_seed-20260813,awgn,30,20260813,1086302274037308843,27.353101869899703,results/vtm_noise_validation/stimuli/0807_dbe8c8f6ecfa__awgn_30_seed-20260813.png,768,512,58e7517b6dbedcdc097d596aa9ae25c52cc4a3ab9d6602a182d540f447ee1a5e,117.83508287761919,113.11387635318842,113.11387635318842,48.268821486639105,0.8743818153893411,2.3612232626200393,3.4362639922194766,0.5438726929652276
div2k_validation,0809.png,0809_08fdba2dcb46__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0809_08fdba2dcb46__clean_0.png,768,512,08fdba2dcb46de5c785d11fb3ed05ae40e7df71730aed624446d0225cf795a77,45.31938810061432,45.31938810061432,45.31938810061432,51.587863110817395,0.34386934930630214,0.1955906412181943,2.4377000507916993,0.9054672361996277
div2k_validation,0809.png,0809_08fdba2dcb46__awgn_30_seed-20260811,awgn,30,20260811,2401527348325935842,29.308540038796355,results/vtm_noise_validation/stimuli/0809_08fdba2dcb46__awgn_30_seed-20260811.png,768,512,21e0d718f412e3785c9c305e35c8c00ea9bd5fa38b077c3dee321640b34430b0,45.31938810061432,75.60972241956183,75.60972241956183,58.76640276333486,0.8753186914452465,1.852749191319465,3.576503956098531,0.5631633733961983
div2k_validation,0809.png,0809_08fdba2dcb46__awgn_30_seed-20260812,awgn,30,20260812,8026170836110345995,29.347435711298118,results/vtm_noise_validation/stimuli/0809_08fdba2dcb46__awgn_30_seed-20260812.png,768,512,80fe68649d48a066db0486b38a419c37b43e7050dc4afedd88c040d2824f9c29,45.31938810061432,75.65077981154339,75.65077981154339,58.76415055354683,0.8747785798392465,1.8549700636976574,3.577657313718892,0.5633518222553769
div2k_validation,0809.png,0809_08fdba2dcb46__awgn_30_seed-20260813,awgn,30,20260813,16084785722360692063,29.33204425522418,results/vtm_noise_validation/stimuli/0809_08fdba2dcb46__awgn_30_seed-20260813.png,768,512,6db3c8aa7634e3430fd80701d88e218e8db0a1ecadd280feb59c6e44cb42a957,45.31938810061432,75.55117909264439,75.55117909264439,58.74785394527352,0.87524189832591,1.855764627895661,3.57797279616967,0.5630455605034121
div2k_validation,0810.png,0810_7151f31d3474__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0810_7151f31d3474__clean_0.png,768,512,7151f31d34745faa82afc926c3db20794ecb15ef84a91804dc30ca1d402ac3fe,97.82584223641162,97.82584223641162,97.82584223641162,50.11864106255082,0.6893078380177136,0.7221853528616365,2.9232747303592137,0.7583789800867315
div2k_validation,0810.png,0810_7151f31d3474__awgn_30_seed-20260811,awgn,30,20260811,2381054616902325352,28.912470737590347,results/vtm_noise_validation/stimuli/0810_7151f31d3474__awgn_30_seed-20260811.png,768,512,3bb4dbf02d6935d34afc0e8aced23f4705a7214b709fc563fdab12b60ecdb95b,97.82584223641162,108.30879157339653,108.30879157339653,56.66113899863463,0.9041749859212614,2.235797314095202,3.541410594811352,0.5482050080832335
div2k_validation,0810.png,0810_7151f31d3474__awgn_30_seed-20260812,awgn,30,20260812,16048039206826295199,28.91826010352913,results/vtm_noise_validation/stimuli/0810_7151f31d3474__awgn_30_seed-20260812.png,768,512,ec2a17c8872af62bb915029430ba2e64c4c6bfc1b6d99a8acefafae55b34a17c,97.82584223641162,107.83597514527354,107.83597514527354,56.59712571069906,0.9045154354169866,2.2348093137616827,3.5407089867066923,0.5475098272471619
div2k_validation,0810.png,0810_7151f31d3474__awgn_30_seed-20260813,awgn,30,20260813,16445384210044935428,28.82731983194126,results/vtm_noise_validation/stimuli/0810_7151f31d3474__awgn_30_seed-20260813.png,768,512,72a2a5bb6280cf7198661f7f4aacbd708f2bbc6135caa65db621e05c446cd81d,97.82584223641162,108.07787676365356,108.07787676365356,56.63204038304619,0.9040700353248349,2.228215357265246,3.5408957194170543,0.547757419285938
div2k_validation,0815.png,0815_2d49ca420a4a__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0815_2d49ca420a4a__clean_0.png,768,512,2d49ca420a4a15eeea73f4fe62d4e96baf7281955fbe4b530bd4b9ffcb638af8,46.460948592516694,46.460948592516694,46.460948592516694,66.07667168305403,0.22912763016433726,0.19485800277890647,2.5513424605951367,0.9097830114335889
div2k_validation,0815.png,0815_2d49ca420a4a__awgn_30_seed-20260811,awgn,30,20260811,2590163596173656454,28.167239918791136,results/vtm_noise_validation/stimuli/0815_2d49ca420a4a__awgn_30_seed-20260811.png,768,512,eaf3b520bee6de70d3160596f2aea76a482286ccbcee40ca34330c136192b480,46.460948592516694,72.71344480533757,72.71344480533757,70.09407175225681,0.8541570675267496,1.6987874195515371,3.6003465555847267,0.5824271228591029
div2k_validation,0815.png,0815_2d49ca420a4a__awgn_30_seed-20260812,awgn,30,20260812,1282232873168774680,28.142848521289608,results/vtm_noise_validation/stimuli/0815_2d49ca420a4a__awgn_30_seed-20260812.png,768,512,1fe2cd1e02c272847c764d8525667b6e97f35c328913b9bd8fb78accf1eabdae,46.460948592516694,72.53514661894938,72.53514661894938,70.12703578479329,0.853517124865612,1.697148228884016,3.599167414399469,0.5824020389248303
div2k_validation,0815.png,0815_2d49ca420a4a__awgn_30_seed-20260813,awgn,30,20260813,3098269893240156219,28.099937020770867,results/vtm_noise_validation/stimuli/0815_2d49ca420a4a__awgn_30_seed-20260813.png,768,512,e3432921f7b5f7ea9902c26c69b2609268bd4fde4896d6197d187aef0b31bd40,46.460948592516694,72.40456766635523,72.40456766635523,70.1021957547766,0.8528490247273844,1.6946939296878125,3.5985737573353767,0.5827844412127231
div2k_validation,0819.png,0819_103459e6c000__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0819_103459e6c000__clean_0.png,768,512,103459e6c000177270c09f63c631abe6dbbd1dd3f53ed9254217785f818c13ad,75.577542537301,75.577542537301,75.577542537301,45.66437507237467,0.3408718578815338,0.29315340645733035,2.331575662653468,0.8885934323869804
div2k_validation,0819.png,0819_103459e6c000__awgn_30_seed-20260811,awgn,30,20260811,13768457441763341889,28.101703676320387,results/vtm_noise_validation/stimuli/0819_103459e6c000__awgn_30_seed-20260811.png,768,512,24ed42140fcb00edc8f3c78d6385080c93cd44ed820cf225a3ce4de7939b3070,75.577542537301,86.55591042213894,86.55591042213894,52.304382673398294,0.8628218911585522,1.6933907521130627,3.197061084028225,0.593224936969633
div2k_validation,0819.png,0819_103459e6c000__awgn_30_seed-20260812,awgn,30,20260812,11452475476780737760,28.04754357918014,results/vtm_noise_validation/stimuli/0819_103459e6c000__awgn_30_seed-20260812.png,768,512,a6047705120ce76218705a8d65fdbd6c8ab6bc3659c791423bcda629e8e89381,75.577542537301,86.64437616760799,86.64437616760799,52.293813325415385,0.8615189679004761,1.6823673034571989,3.193875047719428,0.5944481895760936
div2k_validation,0819.png,0819_103459e6c000__awgn_30_seed-20260813,awgn,30,20260813,6320099502161092642,28.069971756530766,results/vtm_noise_validation/stimuli/0819_103459e6c000__awgn_30_seed-20260813.png,768,512,dc2e2be02e6ea87ef6a51cb9e1a6270d108d6db1832f93d4abbccae0602c0fa9,75.577542537301,86.78631027965699,86.78631027965699,52.3770347023155,0.8627195003327702,1.6889781154241625,3.1964926438604806,0.5939801710112526
div2k_validation,0820.png,0820_179015d765bb__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0820_179015d765bb__clean_0.png,768,512,179015d765bb51921d0e858b6e29d2c2c56f4558cf09858541c51e8db82963bc,116.90079230243884,116.90079230243884,116.90079230243884,60.9221616020543,0.37360108534275327,0.49599617398052814,2.694965194310761,0.8632241478472508
div2k_validation,0820.png,0820_179015d765bb__awgn_30_seed-20260811,awgn,30,20260811,18257608411526477614,28.220020872487314,results/vtm_noise_validation/stimuli/0820_179015d765bb__awgn_30_seed-20260811.png,768,512,be2a6e98a98a0d77ba2523e2bedc0b2401b241cb39dc60fd4ba3d87d259d395c,116.90079230243884,112.11368430430205,112.11368430430205,64.6902776662219,0.8645830133620027,1.9186081777578676,3.519779497735308,0.586387964666076
div2k_validation,0820.png,0820_179015d765bb__awgn_30_seed-20260812,awgn,30,20260812,165719163368697002,28.137330377249075,results/vtm_noise_validation/stimuli/0820_179015d765bb__awgn_30_seed-20260812.png,768,512,7f51947e38cdb773a5a924d5e488c8ba62db62d368febf60f3d9a9b52b9f7005,116.90079230243884,112.32188421165236,112.32188421165236,64.74538178723068,0.8633005682690831,1.9163009595577807,3.518501007389312,0.5865562363372179
div2k_validation,0820.png,0820_179015d765bb__awgn_30_seed-20260813,awgn,30,20260813,11780101335722263977,28.206003503266857,results/vtm_noise_validation/stimuli/0820_179015d765bb__awgn_30_seed-20260813.png,768,512,f9ff73486f5f2380ad6e93f7daa745a522206363f87b19c821c1c9af74d8c9f7,116.90079230243884,112.27657749894334,112.27657749894334,64.69871235280924,0.8645113397839553,1.9216435374180034,3.523152466724304,0.5853056902548449
div2k_validation,0824.png,0824_9cc33d590aa5__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0824_9cc33d590aa5__clean_0.png,768,512,9cc33d590aa50a7e2f3fa2a75a01c7057dc3c00928515d06e76d1357a4fbc927,141.16074154814604,141.16074154814604,141.16074154814604,73.81011569083485,0.41391491322377516,0.8470861801217681,2.847817515918185,0.818806137429152
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260811,awgn,30,20260811,5691233444527385387,28.207043060890523,results/vtm_noise_validation/stimuli/0824_9cc33d590aa5__awgn_30_seed-20260811.png,768,512,c4c43c4ff69992f49f13d3661d86b3c0c9d7bca130a80597075709d731a4836a,141.16074154814604,131.00771110052543,131.00771110052543,77.64488809165127,0.8831208723698356,2.2261931393290726,3.6416827866538286,0.5581174139170149
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260812,awgn,30,20260812,11779788518824746650,28.17457630523758,results/vtm_noise_validation/stimuli/0824_9cc33d590aa5__awgn_30_seed-20260812.png,768,512,293ed011394a4922694bef289ed69854311cac9aa76f4f9821bc8cb88f221627,141.16074154814604,131.0579920080408,131.0579920080408,77.71071132010086,0.8830056826908309,2.228356026463463,3.6407625728512896,0.5579022261863442
div2k_validation,0824.png,0824_9cc33d590aa5__awgn_30_seed-20260813,awgn,30,20260813,11766240883732792195,28.23241122322669,results/vtm_noise_validation/stimuli/0824_9cc33d590aa5__awgn_30_seed-20260813.png,768,512,4207a3fbacf4dcf6d92d03b1ec68bf25f20939af9da2815c71682e38610bd13a,141.16074154814604,131.0962351658993,131.0962351658993,77.72551064291153,0.8833589310397788,2.231114288483651,3.641672952222434,0.5579284780152902
div2k_validation,0825.png,0825_475c494bec57__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0825_475c494bec57__clean_0.png,768,512,475c494bec5708c6a3847b42dc4957ed57532dc04f3b3211562de4911c238a8d,133.1731659286595,133.1731659286595,133.1731659286595,71.46549998285772,0.4619259714329596,0.688512145071439,2.9581747853610976,0.83498688552061
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260811,awgn,30,20260811,10707830273321977229,28.050375309301582,results/vtm_noise_validation/stimuli/0825_475c494bec57__awgn_30_seed-20260811.png,768,512,b345117867e6f7ff5b1a477f42bd8f2260911d5754183bffa912999d70525558,133.1731659286595,127.24906449516813,127.24906449516813,73.94244550778328,0.8684533865765628,2.044995719477078,3.629731897848315,0.5827450757361161
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260812,awgn,30,20260812,13100509462856888355,27.99193161565236,results/vtm_noise_validation/stimuli/0825_475c494bec57__awgn_30_seed-20260812.png,768,512,09ca7357d7cb619b5f4e3a0ee250a0f0b75e8979ac78bb0d6fa0ce9e2d970122,133.1731659286595,127.32474014322794,127.32474014322794,74.02739519661827,0.8684713049710746,2.0406625276218926,3.6283187540899453,0.5836856300757304
div2k_validation,0825.png,0825_475c494bec57__awgn_30_seed-20260813,awgn,30,20260813,8055446370599864257,27.966648765925004,results/vtm_noise_validation/stimuli/0825_475c494bec57__awgn_30_seed-20260813.png,768,512,9cf450e0885fc0ea7d0020e68147ef6ba1132a222b1ae1f67327e1410e2b49db,133.1731659286595,127.15209751734454,127.15209751734454,74.00657634187867,0.8691880407515487,2.04287630840211,3.628713731654436,0.5833565704440435
div2k_validation,0827.png,0827_378830cf9b00__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0827_378830cf9b00__clean_0.png,768,512,378830cf9b00885754daef8959496b9a44d53e92812c7ff44f169520b6b41c55,66.4937141312653,66.4937141312653,66.4937141312653,32.33629834992541,0.12800901039266882,0.2103645618388606,1.7632764984687663,0.9237791589920268
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260811,awgn,30,20260811,4957608456796895934,26.95342122233055,results/vtm_noise_validation/stimuli/0827_378830cf9b00__awgn_30_seed-20260811.png,768,512,4d0572b0a3bf8b2eb7193544ca0b4bd3295a220572f575421ce118ef7b0ee216,66.4937141312653,80.24640225109593,80.24640225109593,40.63536576419398,0.8286156760354272,1.4124053077115497,2.7039400987452984,0.6328926405847382
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260812,awgn,30,20260812,7305854176659034297,26.997575391999785,results/vtm_noise_validation/stimuli/0827_378830cf9b00__awgn_30_seed-20260812.png,768,512,b8404d86cbda5102965d318dda42b371d07b3d72e275d1728e07cc18bd160730,66.4937141312653,80.23980339318504,80.23980339318504,40.584768156020594,0.8287564634208775,1.4156253221679282,2.7068958361831177,0.632567903697995
div2k_validation,0827.png,0827_378830cf9b00__awgn_30_seed-20260813,awgn,30,20260813,3610363577041599076,26.95586390635604,results/vtm_noise_validation/stimuli/0827_378830cf9b00__awgn_30_seed-20260813.png,768,512,8f49b6c6e81fd4db96c972c62e8e2476c3c25104111f7c00c69cd72d021d72ab,66.4937141312653,80.50288599986338,80.50288599986338,40.610906108361156,0.8288614140173041,1.4077444783822348,2.7043848909367396,0.6336503449265991
div2k_validation,0831.png,0831_e9802403d175__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0831_e9802403d175__clean_0.png,768,512,e9802403d1751bda58fac1a69392e7d3d4fb55569e94c2895994665ca575cc26,89.9438846018558,89.9438846018558,89.9438846018558,55.14301858703364,0.3015205037628628,0.31185227386406067,2.5032802816608153,0.8930726368239091
div2k_validation,0831.png,0831_e9802403d175__awgn_30_seed-20260811,awgn,30,20260811,16778357469825422811,28.64152620614263,results/vtm_noise_validation/stimuli/0831_e9802403d175__awgn_30_seed-20260811.png,768,512,cbf8067714d26d7998eadf8dbeffcc4b1232a025dffc22ecbaa41741bd18fbb4,89.9438846018558,92.78968877989922,92.78968877989922,60.44218395124205,0.8671402242359084,1.9078151069938376,3.5768778457124712,0.5672024966356759
div2k_validation,0831.png,0831_e9802403d175__awgn_30_seed-20260812,awgn,30,20260812,18233368855492441063,28.65003589852011,results/vtm_noise_validation/stimuli/0831_e9802403d175__awgn_30_seed-20260812.png,768,512,2c19481eea170f94618017ca991ec6d8adbe2b1cae3a583f83568e0354ec4d9a,89.9438846018558,92.49190586577757,92.49190586577757,60.39609139848339,0.8671632621717095,1.899990451985773,3.5754171382227953,0.5679513605019433
div2k_validation,0831.png,0831_e9802403d175__awgn_30_seed-20260813,awgn,30,20260813,8496713089554582828,28.61366849496204,results/vtm_noise_validation/stimuli/0831_e9802403d175__awgn_30_seed-20260813.png,768,512,0a81371fa73f7db0fdc60dc74030eabfdb04ab1c0049b87dd9dd01a80f5a8a75,89.9438846018558,92.46061530793165,92.46061530793165,60.4422805536514,0.866277581528695,1.897646967676725,3.574842536071524,0.5684895810958461
div2k_validation,0832.png,0832_c9fd9a322335__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0832_c9fd9a322335__clean_0.png,768,512,c9fd9a322335d63d8f34b76b81f02d05e26cfd9ff561893dfdbf94b775f0928e,70.77403830380656,70.77403830380656,70.77403830380656,63.415579928873306,0.15658373009778323,0.17173961181434028,2.2837564103070296,0.9364456618595076
div2k_validation,0832.png,0832_c9fd9a322335__awgn_30_seed-20260811,awgn,30,20260811,13041795183191476033,27.40190583629358,results/vtm_noise_validation/stimuli/0832_c9fd9a322335__awgn_30_seed-20260811.png,768,512,bcf921e05b2f10e0180cb41e1ca0b91344e7748f4dc536f6e51176359c43533a,70.77403830380656,82.51297112159824,82.51297112159824,66.98286443851838,0.837062919162443,1.5224074475743499,3.2811348215554035,0.6142954817098547
div2k_validation,0832.png,0832_c9fd9a322335__awgn_30_seed-20260812,awgn,30,20260812,4361580252946430831,27.354741791845434,results/vtm_noise_validation/stimuli/0832_c9fd9a322335__awgn_30_seed-20260812.png,768,512,b70473e42b34c4781e03f08bd2b18c5a49b4e710cbefe73e8d076fb43e53cc66,70.77403830380656,82.22429277944232,82.22429277944232,66.9059713210198,0.8368248604924998,1.5191634561498935,3.281152409301385,0.6148211031480735
div2k_validation,0832.png,0832_c9fd9a322335__awgn_30_seed-20260813,awgn,30,20260813,18042935283783908061,27.377876351262994,results/vtm_noise_validation/stimuli/0832_c9fd9a322335__awgn_30_seed-20260813.png,768,512,5469cf6f0ccb87731924cc0920ec40385069b5aa66b36fa149d0ffce92397328,70.77403830380656,82.19952034842171,82.19952034842171,66.94431577561232,0.836374340859059,1.5209547800112806,3.2819520436734573,0.6147215125574024
div2k_validation,0833.png,0833_800df5126865__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0833_800df5126865__clean_0.png,768,512,800df51268656e796f05808f1c1fa6b0643c57fb5ed3bf83f5da01d2e82e4dcd,80.08168792571095,80.08168792571095,80.08168792571095,68.35604191774621,0.1375390365023294,0.19333229138295294,1.9662129407798343,0.9420355554562085
div2k_validation,0833.png,0833_800df5126865__awgn_30_seed-20260811,awgn,30,20260811,7234645431922819836,27.795263222590975,results/vtm_noise_validation/stimuli/0833_800df5126865__awgn_30_seed-20260811.png,768,512,7abf848d89807978ac3a4db97e89bc504d89c0ec564d68c86b9f9fb94b04094d,80.08168792571095,88.51511230636999,88.51511230636999,71.58124216203801,0.8408718578815338,1.593526046364222,3.2858557675172175,0.6035124133806544
div2k_validation,0833.png,0833_800df5126865__awgn_30_seed-20260812,awgn,30,20260812,10779938791484801536,27.81633109805885,results/vtm_noise_validation/stimuli/0833_800df5126865__awgn_30_seed-20260812.png,768,512,e4dd7309ac207d41c35fc9e7b2a6b361a77d09dcaeda24600781ffae4f86376f,80.08168792571095,88.49039572602057,88.49039572602057,71.5941946148663,0.8414196487994675,1.5952369565625875,3.286254951450522,0.6036280938449133
div2k_validation,0833.png,0833_800df5126865__awgn_30_seed-20260813,awgn,30,20260813,11522220290898074309,27.86587192491165,results/vtm_noise_validation/stimuli/0833_800df5126865__awgn_30_seed-20260813.png,768,512,80464b4da9f1b6ab10b20bd244a6e8e9b95986ef78d40d91576440cca08fc3ed,80.08168792571095,88.9329158361399,88.9329158361399,71.5983533425131,0.8422029386166999,1.600914145557699,3.2885315929293903,0.6028050729850714
div2k_validation,0835.png,0835_c6c719060705__clean_0,clean,0,,,0.0,results/vtm_noise_validation/stimuli/0835_c6c719060705__clean_0.png,768,512,c6c719060705138bc88c80e1856185e942fb3be5356fdc8ccbcfb8b392322fd6,97.69535284745326,97.69535284745326,97.69535284745326,57.96638747964641,0.5975502994931654,0.7651425612101456,3.124152483015944,0.7676509477421634
div2k_validation,0835.png,0835_c6c719060705__awgn_30_seed-20260811,awgn,30,20260811,839867594481428302,29.02769655969707,results/vtm_noise_validation/stimuli/0835_c6c719060705__awgn_30_seed-20260811.png,768,512,25ddc9997785f9467beb8e748fd4399fd643ff7a68e4b0f7b96582c8ced4ae3d,97.69535284745326,104.42861972823255,104.42861972823255,63.74911347043558,0.9011237393129575,2.274466667065992,3.705806366125348,0.5422091090705558
div2k_validation,0835.png,0835_c6c719060705__awgn_30_seed-20260812,awgn,30,20260812,9918704998727921452,29.00866008670586,results/vtm_noise_validation/stimuli/0835_c6c719060705__awgn_30_seed-20260812.png,768,512,2213314a8566489c1fb777e32bb6f355f901486e505f99d267d0a3c7d36e1ec5,97.69535284745326,104.63936208073667,104.63936208073667,63.72054111041493,0.9000537551835356,2.2751221542181845,3.7058615062494353,0.5416213389794797
div2k_validation,0835.png,0835_c6c719060705__awgn_30_seed-20260813,awgn,30,20260813,6514449618395202739,28.99678916256559,results/vtm_noise_validation/stimuli/0835_c6c719060705__awgn_30_seed-20260813.png,768,512,aaf4d82671c5665abb9bb6294484f7a09bcf21b8339418f6a0fa005565e15e80,97.69535284745326,104.81255294845782,104.81255294845782,63.71416052676287,0.9005068345876209,2.2726794822194796,3.7055132486040194,0.5418749911785313
