dataset,source,stimulus,distortion,level,seed,actual_luma_rms,qp,cu_count,coded_width,coded_height,coded_area,image_sha256,conversion,encoder_sha256,decoder_sha256,encoder_config_sha256,reconstruction_verified,cu_coverage_verified,sobel_si,luma_sd,edge_fraction,glcm_contrast,glcm_entropy,glcm_homogeneity
div2k_validation,0801.png,0801_94c73baf65fc__awgn_30_seed-20260813,awgn,30,20260813,28.505641133578468,32,3101,768,512,393216,34799a49cc9845b4ea7533330b27c56966965b7cbbe0567b9cb53d7c4f3abad0,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,76.50893408964822,71.46123588885197,0.8553627195003328,1.6705862406650867,3.581573228059734,0.5898424349207243
div2k_validation,0801.png,0801_94c73baf65fc__awgn_30_seed-20260813,awgn,30,20260813,28.505641133578468,37,3220,768,512,393216,34799a49cc9845b4ea7533330b27c56966965b7cbbe0567b9cb53d7c4f3abad0,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,76.50893408964822,71.46123588885197,0.8553627195003328,1.6705862406650867,3.581573228059734,0.5898424349207243
div2k_validation,0801.png,0801_94c73baf65fc__clean_0,clean,0,,0.0,22,2327,768,512,393216,94c73baf65fcbe611b84d239cc9c8f1ad3c37b2f79cf39cd133adfbbf3e0b237,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,53.63888293966631,67.15838406862792,0.20473045615112886,0.17533301757055875,2.519396842586233,0.9216967511440682
div2k_validation,0801.png,0801_94c73baf65fc__clean_0,clean,0,,0.0,27,1896,768,512,393216,94c73baf65fcbe611b84d239cc9c8f1ad3c37b2f79cf39cd133adfbbf3e0b237,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,53.63888293966631,67.15838406862792,0.20473045615112886,0.17533301757055875,2.519396842586233,0.9216967511440682
div2k_validation,0801.png,0801_94c73baf65fc__clean_0,clean,0,,0.0,32,1470,768,512,393216,94c73baf65fcbe611b84d239cc9c8f1ad3c37b2f79cf39cd133adfbbf3e0b237,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,53.63888293966631,67.15838406862792,0.20473045615112886,0.17533301757055875,2.519396842586233,0.9216967511440682
div2k_validation,0801.png,0801_94c73baf65fc__clean_0,clean,0,,0.0,37,1066,768,512,393216,94c73baf65fcbe611b84d239cc9c8f1ad3c37b2f79cf39cd133adfbbf3e0b237,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,53.63888293966631,67.15838406862792,0.20473045615112886,0.17533301757055875,2.519396842586233,0.9216967511440682
div2k_validation,0802.png,0802_f1e7268d4de3__awgn_30_seed-20260811,awgn,30,20260811,27.74934033592107,22,4283,768,512,393216,ce27467c0ba06bc659fb01d858c554f4ea85d2a1c82a14c2914b3e3446eeedf1,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,71.10560551623723,61.87671434096515,0.8423949214150412,1.6338054453911224,3.5023805118995117,0.5948955192882359
div2k_validation,0802.png,0802_f1e7268d4de3__awgn_30_seed-20260811,awgn,30,20260811,27.74934033592107,27,4081,768,512,393216,ce27467c0ba06bc659fb01d858c554f4ea85d2a1c82a14c2914b3e3446eeedf1,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,71.10560551623723,61.87671434096515,0.8423949214150412,1.6338054453911224,3.5023805118995117,0.5948955192882359
div2k_validation,0802.png,0802_f1e7268d4de3__awgn_30_seed-20260811,awgn,30,20260811,27.74934033592107,32,3204,768,512,393216,ce27467c0ba06bc659fb01d858c554f4ea85d2a1c82a14c2914b3e3446eeedf1,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,71.10560551623723,61.87671434096515,0.8423949214150412,1.6338054453911224,3.5023805118995117,0.5948955192882359
div2k_validation,0802.png,0802_f1e7268d4de3__awgn_30_seed-20260811,awgn,30,20260811,27.74934033592107,37,3034,768,512,393216,ce27467c0ba06bc659fb01d858c554f4ea85d2a1c82a14c2914b3e3446eeedf1,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,71.10560551623723,61.87671434096515,0.8423949214150412,1.6338054453911224,3.5023805118995117,0.5948955192882359
div2k_validation,0802.png,0802_f1e7268d4de3__awgn_30_seed-20260812,awgn,30,20260812,27.752770454562654,22,4311,768,512,393216,c0fe051e4f9f372937d183e28b68990083ee7faafd084efea6237a17307828f2,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,71.2721415598555,61.86159077105956,0.8423258076076383,1.6343870104103941,3.5014097165715556,0.5950130528405168
div2k_validation,0802.png,0802_f1e7268d4de3__awgn_30_seed-20260812,awgn,30,20260812,27.752770454562654,27,3965,768,512,393216,c0fe051e4f9f372937d183e28b68990083ee7faafd084efea6237a17307828f2,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,71.2721415598555,61.86159077105956,0.8423258076076383,1.6343870104103941,3.5014097165715556,0.5950130528405168
div2k_validation,0802.png,0802_f1e7268d4de3__awgn_30_seed-20260812,awgn,30,20260812,27.752770454562654,32,3161,768,512,393216,c0fe051e4f9f372937d183e28b68990083ee7faafd084efea6237a17307828f2,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,71.2721415598555,61.86159077105956,0.8423258076076383,1.6343870104103941,3.5014097165715556,0.5950130528405168
div2k_validation,0802.png,0802_f1e7268d4de3__awgn_30_seed-20260812,awgn,30,20260812,27.752770454562654,37,3060,768,512,393216,c0fe051e4f9f372937d183e28b68990083ee7faafd084efea6237a17307828f2,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,71.2721415598555,61.86159077105956,0.8423258076076383,1.6343870104103941,3.5014097165715556,0.5950130528405168
div2k_validation,0802.png,0802_f1e7268d4de3__awgn_30_seed-20260813,awgn,30,20260813,27.754452826397216,22,4243,768,512,393216,0129a5d7660eeadf8b05b73a1d80f2d058400095a9f2c40901a554ad25a8be2c,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,70.95937198453272,61.81916480154137,0.8415194798546051,1.6308092932107074,3.500670325468775,0.5954209131090737
div2k_validation,0802.png,0802_f1e7268d4de3__awgn_30_seed-20260813,awgn,30,20260813,27.754452826397216,27,3976,768,512,393216,0129a5d7660eeadf8b05b73a1d80f2d058400095a9f2c40901a554ad25a8be2c,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,70.95937198453272,61.81916480154137,0.8415194798546051,1.6308092932107074,3.500670325468775,0.5954209131090737
div2k_validation,0802.png,0802_f1e7268d4de3__awgn_30_seed-20260813,awgn,30,20260813,27.754452826397216,32,3126,768,512,393216,0129a5d7660eeadf8b05b73a1d80f2d058400095a9f2c40901a554ad25a8be2c,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,70.95937198453272,61.81916480154137,0.8415194798546051,1.6308092932107074,3.500670325468775,0.5954209131090737
div2k_validation,0802.png,0802_f1e7268d4de3__awgn_30_seed-20260813,awgn,30,20260813,27.754452826397216,37,3109,768,512,393216,0129a5d7660eeadf8b05b73a1d80f2d058400095a9f2c40901a554ad25a8be2c,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,70.95937198453272,61.81916480154137,0.8415194798546051,1.6308092932107074,3.500670325468775,0.5954209131090737
div2k_validation,0802.png,0802_f1e7268d4de3__clean_0,clean,0,,0.0,22,4405,768,512,393216,f1e7268d4de3eeeada79ea3718d593d60b474cd54280be7732f2badd1920f85c,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,43.16098211014557,57.2747501843428,0.18815338145702146,0.16079848125836127,2.414289522293782,0.9251321223293419
div2k_validation,0802.png,0802_f1e7268d4de3__clean_0,clean,0,,0.0,27,2914,768,512,393216,f1e7268d4de3eeeada79ea3718d593d60b474cd54280be7732f2badd1920f85c,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,43.16098211014557,57.2747501843428,0.18815338145702146,0.16079848125836127,2.414289522293782,0.9251321223293419
div2k_validation,0802.png,0802_f1e7268d4de3__clean_0,clean,0,,0.0,32,1969,768,512,393216,f1e7268d4de3eeeada79ea3718d593d60b474cd54280be7732f2badd1920f85c,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,43.16098211014557,57.2747501843428,0.18815338145702146,0.16079848125836127,2.414289522293782,0.9251321223293419
div2k_validation,0802.png,0802_f1e7268d4de3__clean_0,clean,0,,0.0,37,1302,768,512,393216,f1e7268d4de3eeeada79ea3718d593d60b474cd54280be7732f2badd1920f85c,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,43.16098211014557,57.2747501843428,0.18815338145702146,0.16079848125836127,2.414289522293782,0.9251321223293419
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260811,awgn,30,20260811,28.39009797204198,22,4086,768,512,393216,7770f6178c2317b7c1c843c4c5df7ecae740ec2c628512171701400b36720fa2,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,78.41524120126323,57.34292942970372,0.8561229713817642,1.7739165028302806,3.535939840785061,0.5737336993083113
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260811,awgn,30,20260811,28.39009797204198,27,3945,768,512,393216,7770f6178c2317b7c1c843c4c5df7ecae740ec2c628512171701400b36720fa2,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,78.41524120126323,57.34292942970372,0.8561229713817642,1.7739165028302806,3.535939840785061,0.5737336993083113
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260811,awgn,30,20260811,28.39009797204198,32,3026,768,512,393216,7770f6178c2317b7c1c843c4c5df7ecae740ec2c628512171701400b36720fa2,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,78.41524120126323,57.34292942970372,0.8561229713817642,1.7739165028302806,3.535939840785061,0.5737336993083113
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260811,awgn,30,20260811,28.39009797204198,37,3151,768,512,393216,7770f6178c2317b7c1c843c4c5df7ecae740ec2c628512171701400b36720fa2,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,78.41524120126323,57.34292942970372,0.8561229713817642,1.7739165028302806,3.535939840785061,0.5737336993083113
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260812,awgn,30,20260812,28.369686979284275,22,4046,768,512,393216,cdbd34ed101b7f945b2819021599d0440744a60842c35e91a7e0f6bb08bf1f34,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,78.69634230553051,57.360021356037535,0.8559412276660011,1.772788340345515,3.53600782553681,0.574047140727096
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260812,awgn,30,20260812,28.369686979284275,27,4024,768,512,393216,cdbd34ed101b7f945b2819021599d0440744a60842c35e91a7e0f6bb08bf1f34,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,78.69634230553051,57.360021356037535,0.8559412276660011,1.772788340345515,3.53600782553681,0.574047140727096
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260812,awgn,30,20260812,28.369686979284275,32,2985,768,512,393216,cdbd34ed101b7f945b2819021599d0440744a60842c35e91a7e0f6bb08bf1f34,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,78.69634230553051,57.360021356037535,0.8559412276660011,1.772788340345515,3.53600782553681,0.574047140727096
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260812,awgn,30,20260812,28.369686979284275,37,3082,768,512,393216,cdbd34ed101b7f945b2819021599d0440744a60842c35e91a7e0f6bb08bf1f34,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,78.69634230553051,57.360021356037535,0.8559412276660011,1.772788340345515,3.53600782553681,0.574047140727096
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260813,awgn,30,20260813,28.33777694263933,22,4097,768,512,393216,29ab91525abf0d8cff1dc169c97fd5b05cc59abf3f8e88776bb5229382f825d4,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,78.3896965075188,57.316351630686974,0.8552884861516408,1.7650707224962705,3.5329023042814662,0.5749229041550741
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260813,awgn,30,20260813,28.33777694263933,27,3806,768,512,393216,29ab91525abf0d8cff1dc169c97fd5b05cc59abf3f8e88776bb5229382f825d4,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,78.3896965075188,57.316351630686974,0.8552884861516408,1.7650707224962705,3.5329023042814662,0.5749229041550741
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260813,awgn,30,20260813,28.33777694263933,32,2981,768,512,393216,29ab91525abf0d8cff1dc169c97fd5b05cc59abf3f8e88776bb5229382f825d4,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,78.3896965075188,57.316351630686974,0.8552884861516408,1.7650707224962705,3.5329023042814662,0.5749229041550741
div2k_validation,0803.png,0803_5b5318eeb6b7__awgn_30_seed-20260813,awgn,30,20260813,28.33777694263933,37,3350,768,512,393216,29ab91525abf0d8cff1dc169c97fd5b05cc59abf3f8e88776bb5229382f825d4,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,78.3896965075188,57.316351630686974,0.8552884861516408,1.7650707224962705,3.5329023042814662,0.5749229041550741
div2k_validation,0803.png,0803_5b5318eeb6b7__clean_0,clean,0,,0.0,22,4843,768,512,393216,5b5318eeb6b7db9790b9df892da3e00c5fd8f71b77253a49ea3e215a0329d2d0,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,61.5840732703981,51.27072381800005,0.1716351814877387,0.16490511530778013,2.334366031146737,0.9328668957521993
div2k_validation,0803.png,0803_5b5318eeb6b7__clean_0,clean,0,,0.0,27,3528,768,512,393216,5b5318eeb6b7db9790b9df892da3e00c5fd8f71b77253a49ea3e215a0329d2d0,opencv_444,f6673e301575d77826e2e2a0bfc4fc8a81f76c42e16d7de3c38d58c4390d5b21,073abd496b427fca6c11302768c3f76f99365467e84cfc3debe05867c976acfe,0ec6dd9876c269c0832e0a64ab20c015c6c839d266e108c88b30aa28c77391f9,True,True,61.5840732703981,51.27072381800005,0.1716351814877387,0.16490511530778013,2.334366031146737,0.9328668957521993
