stimulus,dr,dc,glcm_contrast,glcm_entropy,glcm_homogeneity
kodim01_a56e27cbf5f8__stripes_32,1,1,0.9299581310261598,3.033467663319849,0.7307277964496824
kodim01_a56e27cbf5f8__stripes_32,1,0,0.7354910714285714,2.9359987466830155,0.7605677770727377
kodim01_a56e27cbf5f8__stripes_32,1,-1,0.9909067018423879,3.0631889627898916,0.7194959346743615
kodim02_4f4b74a79237__clean_0,0,1,0.1227998696219035,1.1162200986713104,0.9496778709728801
kodim02_4f4b74a79237__clean_0,1,1,0.18603755195350272,1.18944769367555,0.9312844009174615
kodim02_4f4b74a79237__clean_0,1,0,0.15026194553163733,1.1427491757293708,0.9420972417478511
kodim02_4f4b74a79237__clean_0,1,-1,0.20931680346586312,1.2157129350384956,0.9250679342666607
kodim02_4f4b74a79237__awgn_5_seed-20260811,0,1,0.17688895453063885,1.261651426350004,0.9235532020340604
kodim02_4f4b74a79237__awgn_5_seed-20260811,1,1,0.23237918338916713,1.3111808894746027,0.9088898842737013
kodim02_4f4b74a79237__awgn_5_seed-20260811,1,0,0.20081641389432486,1.2794342777006051,0.9174465351974669
kodim02_4f4b74a79237__awgn_5_seed-20260811,1,-1,0.2553879832728219,1.3317398957428241,0.9032560447343285
kodim02_4f4b74a79237__awgn_5_seed-20260812,0,1,0.1763236432529335,1.2597675584866126,0.9239254419157468
kodim02_4f4b74a79237__awgn_5_seed-20260812,1,1,0.23318798684482453,1.3110783803674557,0.9086692106257857
kodim02_4f4b74a79237__awgn_5_seed-20260812,1,0,0.201221563111546,1.2791419991767492,0.9174639286774786
kodim02_4f4b74a79237__awgn_5_seed-20260812,1,-1,0.255865100768746,1.3311143870818762,0.9032095485851813
kodim02_4f4b74a79237__awgn_5_seed-20260813,0,1,0.17701118399608867,1.2604397629208939,0.9234916310148698
kodim02_4f4b74a79237__awgn_5_seed-20260813,1,1,0.23255523209087178,1.3096837776774002,0.9088482260760368
kodim02_4f4b74a79237__awgn_5_seed-20260813,1,0,0.19984813274624919,1.2766324478822955,0.9177436890602936
kodim02_4f4b74a79237__awgn_5_seed-20260813,1,-1,0.25407654801664553,1.3286719320966032,0.9036890770565196
kodim02_4f4b74a79237__awgn_15_seed-20260811,0,1,0.6631432325619294,2.1488358783854222,0.7388771836988335
kodim02_4f4b74a79237__awgn_15_seed-20260811,1,1,0.7151659577942374,2.1652423817680466,0.7309325266308269
kodim02_4f4b74a79237__awgn_15_seed-20260811,1,0,0.6833211024135681,2.153858554608178,0.7356342311010925
kodim02_4f4b74a79237__awgn_15_seed-20260811,1,-1,0.7397081673840439,2.1736589724525333,0.7271618611373635
kodim02_4f4b74a79237__awgn_15_seed-20260812,0,1,0.6649690352020861,2.1517751756258514,0.7386351314828504
kodim02_4f4b74a79237__awgn_15_seed-20260812,1,1,0.7176229853267234,2.1683282789477936,0.7298154242254923
kodim02_4f4b74a79237__awgn_15_seed-20260812,1,0,0.6867508561643836,2.1576307173512768,0.7345296539375155
kodim02_4f4b74a79237__awgn_15_seed-20260812,1,-1,0.7436220617088971,2.177285252106368,0.7258759943908082
kodim02_4f4b74a79237__awgn_15_seed-20260813,0,1,0.6646914724576272,2.1520064288084697,0.738557392034326
kodim02_4f4b74a79237__awgn_15_seed-20260813,1,1,0.7162094928521675,2.168078653533599,0.7305923562989458
kodim02_4f4b74a79237__awgn_15_seed-20260813,1,0,0.6840804386823223,2.1566705932832204,0.7356169547087908
kodim02_4f4b74a79237__awgn_15_seed-20260813,1,-1,0.742772435365888,2.176963850934979,0.7266776974935114
kodim02_4f4b74a79237__awgn_30_seed-20260811,0,1,1.865687642601043,2.963790773007199,0.5601720516437753
kodim02_4f4b74a79237__awgn_30_seed-20260811,1,1,1.9099217476278076,2.9667108162213545,0.5568982233818704
kodim02_4f4b74a79237__awgn_30_seed-20260811,1,0,1.8805242987606003,2.963460374149551,0.5589665972688737
kodim02_4f4b74a79237__awgn_30_seed-20260811,1,-1,1.9345787715882912,2.9691654961316662,0.5550578073530397
kodim02_4f4b74a79237__awgn_30_seed-20260812,0,1,1.855904192470665,2.9611647797228593,0.5614650625414158
kodim02_4f4b74a79237__awgn_30_seed-20260812,1,1,1.9088526982652825,2.9649064959473588,0.5571290120770868
kodim02_4f4b74a79237__awgn_30_seed-20260812,1,0,1.8808530047292888,2.9617136179319274,0.5588895792890177
kodim02_4f4b74a79237__awgn_30_seed-20260812,1,-1,1.933892436794689,2.9670709698308477,0.5552180009223211
kodim02_4f4b74a79237__awgn_30_seed-20260813,0,1,1.8620487695567143,2.963546603683158,0.5608622644405861
kodim02_4f4b74a79237__awgn_30_seed-20260813,1,1,1.91309317568895,2.9668056976086814,0.5567698276442015
kodim02_4f4b74a79237__awgn_30_seed-20260813,1,0,1.8782615786040444,2.963369971956368,0.5598559489975183
kodim02_4f4b74a79237__awgn_30_seed-20260813,1,-1,1.9309863575013333,2.9687813269140295,0.555950516781974
kodim02_4f4b74a79237__stripes_8,0,1,0.1321555166232073,1.1677405746126481,0.944894880355236
kodim02_4f4b74a79237__stripes_8,1,1,0.18962486317954164,1.2497275065014894,0.9247461874219116
kodim02_4f4b74a79237__stripes_8,1,0,0.15454276744944553,1.205066020958462,0.9353067317958283
kodim02_4f4b74a79237__stripes_8,1,-1,0.21544023656863223,1.2785251132515645,0.9175493786641377
kodim02_4f4b74a79237__stripes_16,0,1,0.19146227183833117,1.5373467621023797,0.9154924464771367
kodim02_4f4b74a79237__stripes_16,1,1,0.2910442239441543,1.682838610596312,0.8743512707468046
kodim02_4f4b74a79237__stripes_16,1,0,0.2518142530984997,1.6398510922777856,0.886697528810744
kodim02_4f4b74a79237__stripes_16,1,-1,0.324952734750738,1.7176957835581952,0.8638140022496752
kodim02_4f4b74a79237__stripes_32,0,1,0.14310014667535853,1.781163462599545,0.9391653580309369
kodim02_4f4b74a79237__stripes_32,1,1,0.35521780286117416,2.1455213341851067,0.8437385714375609
kodim02_4f4b74a79237__stripes_32,1,0,0.3259591079582518,2.1181979482614324,0.8507167603303532
kodim02_4f4b74a79237__stripes_32,1,-1,0.37779285956671604,2.1666576516514597,0.8382964279921459
kodim03_e25ca1ff2f0c__clean_0,0,1,0.14225472620599738,2.0954087505443453,0.9367217432043387
kodim03_e25ca1ff2f0c__clean_0,1,1,0.2127357202815759,2.200444857099371,0.9148551416120678
kodim03_e25ca1ff2f0c__clean_0,1,0,0.21158471950424007,2.189959489038884,0.9153934308358664
kodim03_e25ca1ff2f0c__clean_0,1,-1,0.2816345484095658,2.2821568162059176,0.8972502800035796
kodim03_e25ca1ff2f0c__awgn_5_seed-20260811,0,1,0.2869795061929596,2.401633548228509,0.8651951732286149
kodim03_e25ca1ff2f0c__awgn_5_seed-20260811,1,1,0.33921267958881146,2.454970228410557,0.8517557691796829
kodim03_e25ca1ff2f0c__awgn_5_seed-20260811,1,0,0.34286580642530984,2.4574945843705818,0.8502566795138939
kodim03_e25ca1ff2f0c__awgn_5_seed-20260811,1,-1,0.4034832128632918,2.5150316406477584,0.8374515762407724
kodim03_e25ca1ff2f0c__awgn_5_seed-20260812,0,1,0.287583014178618,2.4017197164046604,0.8649384974237789
kodim03_e25ca1ff2f0c__awgn_5_seed-20260812,1,1,0.33959029129681556,2.45433156881163,0.8517144521691471
kodim03_e25ca1ff2f0c__awgn_5_seed-20260812,1,0,0.3407992906066536,2.453955541500852,0.8511326787874178
kodim03_e25ca1ff2f0c__awgn_5_seed-20260812,1,-1,0.40261572650706623,2.51318636992504,0.8377396461879367
kodim03_e25ca1ff2f0c__awgn_5_seed-20260813,0,1,0.28665610739895697,2.400493901758355,0.8653134312391966
kodim03_e25ca1ff2f0c__awgn_5_seed-20260813,1,1,0.3385493076693448,2.4532060476798168,0.8520867347355217
kodim03_e25ca1ff2f0c__awgn_5_seed-20260813,1,0,0.34174973499673844,2.4553042535634977,0.8508096097876896
kodim03_e25ca1ff2f0c__awgn_5_seed-20260813,1,-1,0.4020773746801144,2.5130482775104035,0.8378221423874559
kodim03_e25ca1ff2f0c__awgn_15_seed-20260811,0,1,0.6591529498044328,2.841899630527708,0.7307820364370665
kodim03_e25ca1ff2f0c__awgn_15_seed-20260811,1,1,0.7065650857153062,2.8669215775450345,0.7236610270724997
kodim03_e25ca1ff2f0c__awgn_15_seed-20260811,1,0,0.7101119129158512,2.8678313203653163,0.7228089211060353
kodim03_e25ca1ff2f0c__awgn_15_seed-20260811,1,-1,0.7676412280545089,2.897953699207993,0.7155723737698573
kodim03_e25ca1ff2f0c__awgn_15_seed-20260812,0,1,0.6628045550847457,2.843498314646827,0.7298974807271972
kodim03_e25ca1ff2f0c__awgn_15_seed-20260812,1,1,0.7076264807864528,2.8668145080141705,0.7229865112336771
kodim03_e25ca1ff2f0c__awgn_15_seed-20260812,1,0,0.7088633398564905,2.866375141694659,0.7232643406948402
kodim03_e25ca1ff2f0c__awgn_15_seed-20260812,1,-1,0.7669166218040144,2.896817433803377,0.7152960854966954
kodim03_e25ca1ff2f0c__awgn_15_seed-20260813,0,1,0.6572762182203391,2.838720359429958,0.7315426328724626
kodim03_e25ca1ff2f0c__awgn_15_seed-20260813,1,1,0.7011560531411936,2.8616750915408313,0.7246444318071377
kodim03_e25ca1ff2f0c__awgn_15_seed-20260813,1,0,0.7049545417482062,2.8628752140351503,0.7240892699513519
kodim03_e25ca1ff2f0c__awgn_15_seed-20260813,1,-1,0.7607191972179203,2.892126842791095,0.7169779597555068
kodim03_e25ca1ff2f0c__awgn_30_seed-20260811,0,1,1.8582494703389831,3.417117566880726,0.5621729173560998
kodim03_e25ca1ff2f0c__awgn_30_seed-20260811,1,1,1.9054899129196783,3.4257233856378053,0.557956245441356
kodim03_e25ca1ff2f0c__awgn_30_seed-20260811,1,0,1.9102836554142204,3.4261986199223156,0.5577936747056282
kodim03_e25ca1ff2f0c__awgn_30_seed-20260811,1,-1,1.9643922365073978,3.4367401662763215,0.5545308377640884
kodim03_e25ca1ff2f0c__awgn_30_seed-20260812,0,1,1.8670041558018253,3.4179501484165917,0.5613013281790245
kodim03_e25ca1ff2f0c__awgn_30_seed-20260812,1,1,1.9113250343805255,3.4258188664773916,0.5564260690094778
kodim03_e25ca1ff2f0c__awgn_30_seed-20260812,1,0,1.9097103310502281,3.425444258764398,0.5575900041455794
kodim03_e25ca1ff2f0c__awgn_30_seed-20260812,1,-1,1.9634788244029013,3.435791086382072,0.5547293930716477
kodim03_e25ca1ff2f0c__awgn_30_seed-20260813,0,1,1.8574957219687092,3.414613652473647,0.5620505894085096
kodim03_e25ca1ff2f0c__awgn_30_seed-20260813,1,1,1.8963175204178222,3.421454545518482,0.5586786833098267
kodim03_e25ca1ff2f0c__awgn_30_seed-20260813,1,0,1.9043108895955645,3.422827053438834,0.5586013434000818
kodim03_e25ca1ff2f0c__awgn_30_seed-20260813,1,-1,1.9565440364140156,3.432924023598701,0.5553322351756553
kodim03_e25ca1ff2f0c__stripes_8,0,1,0.12904375814863103,2.0692649671319554,0.942994016286938
kodim03_e25ca1ff2f0c__stripes_8,1,1,0.21727216363854396,2.237940844965583,0.9098445336413203
kodim03_e25ca1ff2f0c__stripes_8,1,0,0.2184289383561644,2.2352552199024545,0.9094562598182411
kodim03_e25ca1ff2f0c__stripes_8,1,-1,0.2824510061566017,2.312078575816917,0.8941384153033715
kodim03_e25ca1ff2f0c__stripes_16,0,1,0.11999368481095177,2.064028505891751,0.9473089261247323
kodim03_e25ca1ff2f0c__stripes_16,1,1,0.2359537374629086,2.309362840514181,0.8984058085242416
kodim03_e25ca1ff2f0c__stripes_16,1,0,0.238125815394651,2.3086220792432544,0.8976229559441181
kodim03_e25ca1ff2f0c__stripes_16,1,-1,0.29915266994440437,2.3787203440927707,0.8833135007640993
kodim03_e25ca1ff2f0c__stripes_32,0,1,0.1254379889178618,2.185414646585679,0.94439408291398
kodim03_e25ca1ff2f0c__stripes_32,1,1,0.3375619040815233,2.5967123754797763,0.8486386634974591
kodim03_e25ca1ff2f0c__stripes_32,1,0,0.3411152560339204,2.599164059712918,0.847366671594235
kodim03_e25ca1ff2f0c__stripes_32,1,-1,0.39934224122754425,2.6557087196308364,0.8351578020221195
kodim04_e3b946107c5d__clean_0,0,1,0.204760885518591,2.161796253173124,0.9122603971119533
kodim04_e3b946107c5d__clean_0,1,1,0.2612843390646966,2.2508260190986107,0.8927761634903644
kodim04_e3b946107c5d__clean_0,1,0,0.19760430247718386,2.1586247220144488,0.9134012112371507
kodim04_e3b946107c5d__clean_0,1,-1,0.2879212730617421,2.271460409054453,0.8884764677432828
kodim04_e3b946107c5d__awgn_5_seed-20260811,0,1,0.30209352576647097,2.3560746292081385,0.8644862146650021
kodim04_e3b946107c5d__awgn_5_seed-20260811,1,1,0.34941329856584097,2.413838024287229,0.8504878784822935
kodim04_e3b946107c5d__awgn_5_seed-20260811,1,0,0.29658215857235987,2.3562588337370345,0.8653301147191622
kodim04_e3b946107c5d__awgn_5_seed-20260811,1,-1,0.3749301545911715,2.4304432322514824,0.8466454214332813
kodim04_e3b946107c5d__awgn_5_seed-20260812,0,1,0.3021750652315721,2.3567525461539094,0.8643963690586878
kodim04_e3b946107c5d__awgn_5_seed-20260812,1,1,0.348402932103884,2.41312812444122,0.8509116422192788
kodim04_e3b946107c5d__awgn_5_seed-20260812,1,0,0.2972849779986962,2.357572409724576,0.8650636157692663
kodim04_e3b946107c5d__awgn_5_seed-20260812,1,-1,0.3740090881952967,2.43014912845724,0.8468640418052876
kodim04_e3b946107c5d__awgn_5_seed-20260813,0,1,0.301148177592955,2.3547157522751263,0.8649455483438285
kodim04_e3b946107c5d__awgn_5_seed-20260813,1,1,0.34721141407930356,2.4112581384412244,0.8514261315096954
kodim04_e3b946107c5d__awgn_5_seed-20260813,1,0,0.296796060136897,2.3567883133735013,0.8652616467114231
kodim04_e3b946107c5d__awgn_5_seed-20260813,1,-1,0.3756700694244228,2.4316504983013694,0.8464127140636076
kodim04_e3b946107c5d__awgn_15_seed-20260811,0,1,0.699524522994129,2.8259629310479055,0.7251750152142351
kodim04_e3b946107c5d__awgn_15_seed-20260811,1,1,0.743070952729648,2.8516010342551414,0.7178179590150211
kodim04_e3b946107c5d__awgn_15_seed-20260811,1,0,0.6946173199152543,2.8268533937041247,0.7259077005512429
kodim04_e3b946107c5d__awgn_15_seed-20260811,1,-1,0.7668018074333375,2.860524119285054,0.7155548108233991
kodim04_e3b946107c5d__awgn_15_seed-20260812,0,1,0.6978988299086757,2.8234010785619845,0.7259031143615778
kodim04_e3b946107c5d__awgn_15_seed-20260812,1,1,0.7400602647874532,2.848383107419232,0.7187146448188402
kodim04_e3b946107c5d__awgn_15_seed-20260812,1,0,0.6930283368644067,2.824320004525101,0.7260626555845916
kodim04_e3b946107c5d__awgn_15_seed-20260812,1,-1,0.7640028882192802,2.8577969779563936,0.716589087062514
kodim04_e3b946107c5d__awgn_15_seed-20260813,0,1,0.6967470849641227,2.824007504570545,0.7256093930439846
kodim04_e3b946107c5d__awgn_15_seed-20260813,1,1,0.7402363134891577,2.8496734671079924,0.7182899372366796
kodim04_e3b946107c5d__awgn_15_seed-20260813,1,0,0.6925546976857887,2.8251345453687233,0.7263731861784609
kodim04_e3b946107c5d__awgn_15_seed-20260813,1,-1,0.7656613180179468,2.859920548986029,0.7156819875907503
kodim04_e3b946107c5d__awgn_30_seed-20260811,0,1,1.9098148034898892,3.3974571994441773,0.5569332052437285
kodim04_e3b946107c5d__awgn_30_seed-20260811,1,1,1.953880343014311,3.405791686904305,0.5535472634125254
kodim04_e3b946107c5d__awgn_30_seed-20260811,1,0,1.9093744907105605,3.398696173587622,0.5577326993275031
kodim04_e3b946107c5d__awgn_30_seed-20260811,1,-1,1.9739754093132316,3.4092512359318157,0.5529537175017173
kodim04_e3b946107c5d__awgn_30_seed-20260812,0,1,1.9109130381604698,3.396622702692316,0.557081210397966
kodim04_e3b946107c5d__awgn_30_seed-20260812,1,1,1.9531174653069243,3.4048286177152045,0.5537580744540476
kodim04_e3b946107c5d__awgn_30_seed-20260812,1,0,1.9053536505867015,3.3968458316039394,0.5575090305357318
kodim04_e3b946107c5d__awgn_30_seed-20260812,1,-1,1.9738172206247435,3.408455363936007,0.5522137152389914
kodim04_e3b946107c5d__awgn_30_seed-20260813,0,1,1.9055186929223744,3.396037293819249,0.5574478493133433
kodim04_e3b946107c5d__awgn_30_seed-20260813,1,1,1.9423887002247815,3.4030727137086085,0.5546782753355659
kodim04_e3b946107c5d__awgn_30_seed-20260813,1,0,1.9021578593546282,3.396664182280059,0.5576981581679777
kodim04_e3b946107c5d__awgn_30_seed-20260813,1,-1,1.968295925110413,3.40775828072643,0.5531123662027895
kodim04_e3b946107c5d__stripes_8,0,1,0.1969534817351598,2.161723882897349,0.9151167642373073
kodim04_e3b946107c5d__stripes_8,1,1,0.2656779023159334,2.2774030500661913,0.8898852727124498
kodim04_e3b946107c5d__stripes_8,1,0,0.20895636408083446,2.1971763808588562,0.9078637973488578
kodim04_e3b946107c5d__stripes_8,1,-1,0.2936875059001829,2.3005768776828113,0.884807441148429
kodim04_e3b946107c5d__stripes_16,0,1,0.1915412997390737,2.185358972545685,0.9173902322566454
kodim04_e3b946107c5d__stripes_16,1,1,0.2879850588232293,2.3571466150835003,0.8783721990615536
kodim04_e3b946107c5d__stripes_16,1,0,0.23586976450456323,2.2888148365797196,0.8939072033621769
kodim04_e3b946107c5d__stripes_16,1,-1,0.3137315435899137,2.3766195308497475,0.8740507791992956
kodim04_e3b946107c5d__stripes_32,0,1,0.19457354859752118,2.312615744449937,0.9159101252460942
kodim04_e3b946107c5d__stripes_32,1,1,0.38447505594011283,2.6300635729347146,0.8329939343486689
kodim04_e3b946107c5d__stripes_32,1,0,0.3378040457953064,2.5804819255356537,0.8446476249413741
kodim04_e3b946107c5d__stripes_32,1,-1,0.4085784194908875,2.646973533756135,0.8289800661668201
kodim05_10349e963c5c__clean_0,0,1,0.5718760185788787,2.68999246016082,0.8305481965740193
kodim05_10349e963c5c__clean_0,1,1,0.8031418314678124,2.8246298118559787,0.793401844326142
kodim05_10349e963c5c__clean_0,1,0,0.632277397260274,2.733413774413159,0.818010119549201
kodim05_10349e963c5c__clean_0,1,-1,0.984589360024698,2.8853587313026443,0.7776062132207395
kodim05_10349e963c5c__awgn_5_seed-20260811,0,1,0.6460412931877444,2.7841801695033723,0.7987069206344763
kodim05_10349e963c5c__awgn_5_seed-20260811,1,1,0.8654452118580281,2.893153169934461,0.7674276692125569
kodim05_10349e963c5c__awgn_5_seed-20260811,1,0,0.7014305079908676,2.8179063515210885,0.7885098881446962
kodim05_10349e963c5c__awgn_5_seed-20260811,1,-1,1.0457114281121709,2.9490918672066933,0.7527264989869169
kodim05_10349e963c5c__awgn_5_seed-20260812,0,1,0.6463825171121251,2.784672301652787,0.798684150569591
kodim05_10349e963c5c__awgn_5_seed-20260812,1,1,0.8655753348114621,2.8934671407051638,0.7675316534302274
kodim05_10349e963c5c__awgn_5_seed-20260812,1,0,0.7012521404109588,2.81895592728138,0.7882997052530819
kodim05_10349e963c5c__awgn_5_seed-20260812,1,-1,1.0455659965759803,2.9492992006075696,0.7529106180282262
kodim05_10349e963c5c__awgn_5_seed-20260813,0,1,0.6464130744784876,2.784766869862796,0.7983812789738792
kodim05_10349e963c5c__awgn_5_seed-20260813,1,1,0.8649680943621041,2.892919347620075,0.7675075726320306
kodim05_10349e963c5c__awgn_5_seed-20260813,1,0,0.7017948874755382,2.8189201499052112,0.7880715419284365
kodim05_10349e963c5c__awgn_5_seed-20260813,1,-1,1.0446245187364296,2.949133003472203,0.7526048384577748
kodim05_10349e963c5c__awgn_15_seed-20260811,0,1,1.0045123044328552,3.0626971464552613,0.6933506395743603
kodim05_10349e963c5c__awgn_15_seed-20260811,1,1,1.2123887257390857,3.1286137056797103,0.6731616784110094
kodim05_10349e963c5c__awgn_15_seed-20260811,1,0,1.057549025603392,3.0830895133941083,0.6866488662372149
kodim05_10349e963c5c__awgn_15_seed-20260811,1,-1,1.3893406338263548,3.1713857836100203,0.6611441123842382
kodim05_10349e963c5c__awgn_15_seed-20260812,0,1,1.0026661302151239,3.062971741661811,0.6929498503293194
kodim05_10349e963c5c__awgn_15_seed-20260812,1,1,1.2114293878863185,3.129149584486992,0.6730893439939326
kodim05_10349e963c5c__awgn_15_seed-20260812,1,0,1.054239032941944,3.082419705041477,0.6871881399531732
kodim05_10349e963c5c__awgn_15_seed-20260812,1,-1,1.3878633555903117,3.170540244565023,0.6620689160001256
kodim05_10349e963c5c__awgn_15_seed-20260813,0,1,1.003554840286832,3.062476878049182,0.6931153857215336
kodim05_10349e963c5c__awgn_15_seed-20260813,1,1,1.2108833817679883,3.128638424119675,0.6728624811816752
kodim05_10349e963c5c__awgn_15_seed-20260813,1,0,1.05662915851272,3.0825548720163076,0.6863817501304912
kodim05_10349e963c5c__awgn_15_seed-20260813,1,-1,1.387085169300168,3.1700177050791627,0.6615685657719095
kodim05_10349e963c5c__awgn_30_seed-20260811,0,1,2.0369591346153846,3.416499416546101,0.563115546549122
kodim05_10349e963c5c__awgn_30_seed-20260811,1,1,2.2265950905375096,3.4464598056826845,0.552106396594702
kodim05_10349e963c5c__awgn_30_seed-20260811,1,0,2.0870612157534247,3.425759620998678,0.5593510508172953
kodim05_10349e963c5c__awgn_30_seed-20260811,1,-1,2.3962703189543215,3.469987358179209,0.5444379779485946
kodim05_10349e963c5c__awgn_30_seed-20260812,0,1,2.0366688396349417,3.4165657167802914,0.5622768553646593
kodim05_10349e963c5c__awgn_30_seed-20260812,1,1,2.234774976590626,3.4475795780054757,0.5513081127832449
kodim05_10349e963c5c__awgn_30_seed-20260812,1,0,2.087912283920417,3.4259585416253366,0.5596729670574478
kodim05_10349e963c5c__awgn_30_seed-20260812,1,-1,2.3929993851052593,3.469196731982064,0.5449103894048303
kodim05_10349e963c5c__awgn_30_seed-20260813,0,1,2.047728059810952,3.4186804853386334,0.5614537845675054
kodim05_10349e963c5c__awgn_30_seed-20260813,1,1,2.2357878944830416,3.448589483803585,0.5505435683929916
